,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况
3619,数据分析,截塔金融,100-499人,上海 杨浦区 五角场,本科,3-5年,业务数据分析师,岗位职责：1.负责渠道业务数据的统计以及核查，建立业务相关数据报表，日常数据以及对账单的整理，对渠道数据分析，合理控制用户成本；2.对可疑数据进行预警分析和问题定位，提供有价值的结果，提高运营的有效性；3.根据业务的需要，整理数据需求给到技术并跟进项目进度；4.对用户进行细分，建立用户画像；5.配合运营进行相关活动的数据分析；任职要求1.本科及以上学历，数学，统计学，计量经济学、金融等相关专业优先；2.3年以上相关工作岗位经验，具有互联网金融行业相关经验者优先；3.能够熟练使用SQL进行数据库查询，会R、SAS、SPSS至少一种以上的统计软件进行数据分析；4.精通Excel、PPT和Word等办公软件；5.具备较强的数据分析能力，逻辑思维能力，对内外组织沟通能力，执行能力和团队精神，有诚信、愿意分享和承担责任，勇于探索与坚持创新。,10k-20k,不需要融资
3623,数据分析,携程旅行网,10000人以上,上海 长宁区 北新泾,大专,经验不限,数据分析师,"工作职责：1. 制定考核指标，数据监控，提升服务、运营效率2. 建立日常监控指标, 研究指标动态和周期性分析，对异常指标情况进行分析，提供可行性意见和方案；任职资格：1. 大专及以上学历，统计学、数学、计算机或者相关专业优先；2.需要优秀的Excel数据处理与分析，PPT制作；3.优秀的逻辑思维能力，系统化的思考与分析问题，同时具备较好的报告撰写能力；4.有自己的想法与见解，且能提出有效意见与建议；5. 逻辑清晰，学习能力强，善于沟通协调和团队合作。",5k-6k,已上市
3626,数据分析,拼多多,1000-9999人,上海  ,本科,经验不限,数据分析工程师（风控方向）,岗位职责1. 理解电商平台业务，负责特定电商业务和营销活动的风控策略和规则的设计和优化；2. 通过平台数据分析和挖掘，优化策略并发掘潜在风控点；3. 对接业务产品、市场运营人员，深刻理解平台规则和潜在风险，协助技术优化风控决策引擎。 任职资格1. 数学、统计学、计算机、信息技术等相关专业，逻辑能力强，对数据敏感并有极大兴趣；2. 乐于细致专注地从数据中推理、研究和挖掘风控点，能够和产品、运营、技术沟通和推进工作进度；3. 有互联网或游戏领域数据、策略或风控经验者加分，有SQL、Excel数据分析经验者加分。,20k-40k,已上市
3628,数据分析,复星云济信息,10000人以上,上海 徐汇区 交大,本科,3-5年,商业数据分析师,"岗位描述：1、根据不同的业务场景，构建业务指标体系，建立和完善日常业务报告体系，能够及时、准确、完整的披露公司整体及各项目的运作情况； 2、通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持； 3、能够持续动态的挖掘日常的业务数据，发现业务的风险和机会点；任职要求：1、全日制本科以上学历，财务、统计、计算机等相关专业，性别不限，英语良好；2、2-5年数据分析/挖掘相关工作经验；有互联网或咨询公司相关行业经验； 3、具有深厚的数学、统计学和计算机相关知识，精通SQL等数据查询语言及R, Python等，熟悉数据仓库，具有海量数据挖掘、分析相关项目实施经验，参加过完整的数据挖掘项目并有成功案例； 4、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力 ； 5、数字敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力，包括PPT展示和讲解能力；6，有餐饮、零售行业相关经验，数据分析，建模、数据类产品类规划经验的优先。",25k-40k,已上市
3629,数据分析,谦文文化,20-99人,上海 浦东新区 外高桥,大专,经验不限,数据分析助理,1. 大专学历，男女不限，年龄不限，欢迎有志于大数据处理的应届毕业生；2. 有志于销售数据分析、数据库管理和统筹相关工作经验优先；3. 仔细严谨，认真负责，逻辑分析能力强；4. 熟练运用Office软件，特别是EXCEL。5.采集新零售各环节全面多方位的原始数据6.分配标签到各种数据来源7.根据新零售行业特性及业务需要来整理分析所收集数据8.按管理需要出具业务报表9.工作时间：9：00~17：30 做五休二,4k-5k,未融资
3631,数据分析,叽里呱啦,100-499人,上海 普陀区 真如,本科,5-10年,数据分析高级经理,"主要职责介绍：-全面负责公司的各个业务线业务模型的开发和维护-为管理层制定策略和设定目标提供数据支持-为各个业务部门提供有洞见的数据分析；包括：制作常规报表和专题报告，为数据变化的原因提供分析和挖掘，为业务决策提供可靠的依据；合作部门包括产品，运营，市场，投放等-项目管理。能有效地理解业务部门的目标，为数据需求排列优先级，带领数据分析团队确保按期交付；对于常规的数据需求进行产品化-负责数据分析师的招聘，辅导初级数据分析师，优化团队的数据分析能力和流程我们希望你具备以下素质：	- 有3年以上数据分析经验，互联网行业优先- 了解大数据处理流程，能根据业务需要设计数据处理管道- 能用SQL在多个数据库熟练查询，并且能基于查询需求，自主设计、建立SQL数据表- 精通数据可视化；熟练掌握Excel, ppt；有R或Python经验；熟悉数据仓库系统- 理科或工科背景，逻辑严谨，985院校或海外名校优先- 学习能力强，能迅速了解业务，对完全陌生的问题能很快形成分析思路- 关注细节，充满耐心，刨根问题- 有项目管理能力，能跨部门沟通合作 这个岗位将使你能够得到：- 加入互联网教育这个告诉增长的赛道中，获得互联网教育大数据的经验，对教育科技公司的业务、用户、市场形成深入的理解- 和来自谷歌、腾讯、高盛等一流公司的同事共事、切磋- 高度尊重个性和关注个人职业发展的管理团队",30k-60k,A轮
3632,数据分析,信雅达软件,1000-9999人,上海 浦东新区 八佰伴,本科,3-5年,数据分析师,Tableau和永洪工具，做可视化展现 3年工具经验本科学历学信网可查,9k-15k,已上市
3634,数据分析,饿了么,1000-9999人,上海 普陀区 金沙江路,本科,3-5年,数据分析专家,岗位职责：1.针对业务项目，建立业务指标数据逻辑，为业务部门提供商业策略分析和业务优化建议，推动项目进展2.优化和完善所属方向的数据分析体系，包括项目策略的数据跟进及问题分析，搭建分析框架，并进行核心指标监控，撰写数据分析报告3.通过项目数据分析，实现数据驱动，为策略落地及项目复盘提供支撑，提升运营效率4.从目标设定，运营策略规划，策略落地到最终数据回收与优化，进行全链路的深度参与策略推动岗位要求：1.数学、统计学、计算机、信息技术、数理统计等相关专业本科及以上学历，有互联网相关、咨询相关行业数据分析2年以上工作经验2.熟练掌握SQL等相关数据提取工具，熟练操作Excel、Powerpoint等办公软件3.优秀的商业分析思维，善于思辨，能够针对某项业务，搭建整体数据分析体系4.逻辑清晰、条理性强，具有优秀的沟通和团队协作能力,15k-25k,D轮及以上
3636,数据分析,印鹰,100-499人,上海 静安区 汶水路,本科,3-5年,数据分析经理,"工作内容1、负责管理我们的数据分析系统，包括GA360, Adjust, AppsFlyer等。2、建立基于CRM和数据平台的用户行为模型。3、建立我们的BI系统，为决策者创建和维护数据仪表板。4、新产品和活动的前期市场分析。5、负责营销产品、活动和活动的测量绩效;6、支持C级来定义和设置KPI。7、负责协调各相关单位，运用内部和外部资源提升市场洞察力。要求：1、计算机或数学相关专业。2、年以上电子商务、OTA或航空公司数据分析经验，熟悉客户行为分析CRM数据管理。3、熟悉SQL, Hadoop。4、能够在压力下工作并按时完成任务。5、良好的英语听说读写能力6、具有一定的项目管理能力，熟悉线上运营、线上线下活动、实施流程。7、善于团队合作，学习能力强。必须有上进心、创造力和激情。",15k-25k,B轮
3637,数据分析,上海深界信息科技,0-20人,上海 徐汇区 漕河泾,大专,1年以内,数据分析师,"岗位职责：1.独立完成制作和维护上级领导及各部门的日常报表2.协助完成完成数据监控，数据报表的线上同步及后期维护3.负责汇总，统计催收人员绩效考虑数据，确保及时，准确4.根据公司实际业务要求，完成较深入的专项数据分析并形成数据报告5.支持各部门的数据需求，持续跟踪业务数据，监测发展趋势，为业务指标异常提供预警，监测和解读任职要求：1.大专及以上学历，计算机，应用数学，统计学，经济学相关专业优先2.2年以上数据分析或挖掘经验，有，银行，信贷，电商，互联网行业经验者优先3.熟练使用办公软件Office,MYSQL,熟悉Hive,Python,SAS,R者优先4.具有良好的沟通，表达能力，具备独立思考，分析问题的能力",10k-15k,不需要融资
3639,数据分析,正德服饰,500-999人,上海 青浦区 徐泾,大专,1年以内,商品数据分析师,"1、信息收集：收集市场销售信息及竞品的促销活动信息，及时提交上级领导，为领导制定相应策略提供信息支持。 2、商品上货计划：根据分管区域单店的上货计划，确保上货计划得到有效落实。3、商品管理：协助区域商品主管管理区域的商品销售,库存情况及竞品动态，及时对终端商品进行销售数据分析，售罄数据预警，定期完成店铺的货品调拨。 4、品类分管：定期对自各所管理品类进行全国销售情况及库存情况及数据分析，了解全国库存货销存情况，发现各区域问题，并提出合理（调拨）建议。5、协助区域商品主管根据销售分析，对滞销及过季的货品提交促销计划；确保货品的销售提升，库存降低。6、巡店沟通：对店辅进行巡视沟通,及时发现问题,并对店长进行基础的货品分析建立良好的沟通,增加对终端的熟悉与了解。",4k-5k,不需要融资
3643,数据分析,复星云济信息,10000人以上,上海 徐汇区 交大,本科,3-5年,高级商业数据分析经理,"岗位描述：1、根据不同的业务场景，构建业务指标体系，建立和完善日常业务报告体系，能够及时、准确、完整的披露公司整体及各项目的运作情况； 2、通过专项分析，输出专项分析报告，为业务模块的决策和产品方向提供数据支持； 3、能够持续动态的挖掘日常的业务数据，发现业务的风险和机会点；任职要求：1、全日制本科以上学历，财务、统计、计算机等相关专业，性别不限，英语良好；2、2-5年数据分析/挖掘相关工作经验；有互联网或咨询公司相关行业经验； 3、具有深厚的数学、统计学和计算机相关知识，精通SQL等数据查询语言及R, Python等，熟悉数据仓库，具有海量数据挖掘、分析相关项目实施经验，参加过完整的数据挖掘项目并有成功案例； 4、对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力 ； 5、数字敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力，包括PPT展示和讲解能力；6，有餐饮、零售行业相关经验，数据分析，建模、数据类产品类规划经验的优先。",30k-31k,已上市
3644,数据分析,我思教育,100-499人,上海 浦东新区 花木,本科,3-5年,数据分析工程师,岗位职责：1、基于数据分析、机器学习、文本挖掘等技术，对各类大数据进行分析及挖掘；2、参与各类评分模型及应用策略的设计与开发，能指导客户对产品的正确应用；3、负责对大数据、模型、策略进行监控、异常分析与验证；4、利用数据分析结果帮助客户解决实际问题，指导业务发展。职位描述：1、 数学、统计、金融工程、计算机、计量经济学等相关专业，全日制本科及以上学历；2、 熟悉各类大数据的需求发掘、数据清洗和分析、评分建模、策略应用、IT需求等，熟悉神经网络方法建模者优先； 3、 熟练掌握Python、SAS、SQL、R等分析工具中至少一个，EXCEL应用、文档写作、PPT制作能力较强；4、 有连续2年（含）以上大数据分析、评分建模、应用策略经验；有大型数据分析或咨询项目经验者优先；5，较强的逻辑思维能力，优秀的表达沟通能力，良好的数据敏感度和分析洞察力；6，有相关电商、金融行业数据分析经验者优先；,15k-25k,B轮
3646,数据分析,北京海金格医药科技,100-499人,上海 静安区 宜川路,本科,1年以内,数据分析师,岗位职责：1. 利用SAS导入导出数据2. 利用SAS对数据进行清理3. 使用现有的宏程序完成简单项目的TFL输出4. 参与跟踪管理项目的整体进度5. 负责工作中相关文档的管理6. 完成高级编程经理交待的任务 任职要求：1. 本科或同等学历，医学、药学、计算机科学、流行病学、统计学等相关专业2. 熟悉Office办公软件3. 有SAS应用基础，熟悉基本的SAS数据库、data步和proc过程4. 工作认真细致有耐心，责任心强5. 良好的沟通和团队协作能力6. 较好的英语水平：英语四级,8k-12k,已上市
3651,数据分析,医米,100-499人,上海 杨浦区 五角场,本科,3-5年,资深数据分析师,"职位描述：1.能利用数据分析手段，对多种数据源的进行深度诊断性组合分析、挖掘、深度分析，并通过分析潜在业务机会给出建议；2.应用机器学习、文本挖掘等技术，对海量数据进行挖掘，发现其潜在关系，为公司运营决策、产品方向、销售策略提供数据支持及建议；3.配合业务部门的项目给予数据支持，或负责及参与跨部门等大型项目的推进获得结果；4.通过大数据挖掘用户群体行为和属性特征，帮助业务更好的理解客户；任职条件：1.具备大数据的处理能力，掌握hive、SQL等相关数据提取工具，熟练操作excel、SAS/SPSS、PPT等工具；2.良好的数据敏感度,能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；3.具备良好的抗压能力、沟通能力、逻辑思维能力，有独立开展分析研究项目经验；4.数学、统计、计算机等相关专业优先；5.熟悉一款市场主流的商业智能（Business Intelligence）产品，或深入参与过BI或大数据相关项目的建设是加分项；",10k-20k,B轮
3652,数据分析,七牛云,500-999人,上海 浦东新区 张江,本科,3-5年,数据分析师,岗位职责：1、系统分析销售数据、客户数据及产品数据；2、构建销售、产品指标模型体系，并且建立数据可视化体系；3、监控产品敏感数据，建立有效的数据预警模型，及时反映销售、客户、产品的问题所在；4、针对销售、产品、客户数据和外部数据、竞品数据的数据分析挖掘，找出销售、客户、产品的不足，并提供有效的改进方案；5，数据分析建模，撰写分析报告，对业务部门提供数据分析结果，与业务部门进行及时交流沟通；6、协同推动公司数据运营的数据体系构建，及数据价值实现。岗位要求： 1.  数学、统计等相关专业，大学本科及以上学历； 2.  互联网、企业服务数据分析、数据挖掘经验； 3.  熟悉数据分析与数据挖掘理论；有海量数据分析经验，熟练使用SAS、SPSS、R、SQL等工具进行数据分析；4.  具备良好的沟通能力和表达能力，能够独立开展业务调研、数据分析、报告编写工作； 5.  有较强的数据敏感度，良好的沟通协调能力，能承受一定的工作压力； 6.  有企业服务数据分析、数据挖掘经验优先。7. 加分项：熟练一到两种后端语言（Golang / Python / PHP / Java / Ruby）,15k-30k,D轮及以上
3654,数据分析,北京海金格医药科技,100-499人,上海 静安区 宜川路,本科,1年以内,临床数据分析,岗位职责：1. 利用SAS导入导出数据2. 利用SAS对数据进行清理3. 使用现有的宏程序完成简单项目的TFL输出4. 参与跟踪管理项目的整体进度5. 负责工作中相关文档的管理6. 完成高级编程经理交待的任务 任职要求：1. 本科或同等学历，医学、药学、计算机科学、流行病学、统计学等相关专业2. 熟悉Office办公软件3. 有SAS应用基础，熟悉基本的SAS数据库、data步和proc过程4. 工作认真细致有耐心，责任心强5. 良好的沟通和团队协作能力6. 较好的英语水平：英语四级,8k-12k,已上市
3656,数据分析,货车帮,1000-9999人,上海 长宁区 北新泾,硕士,1-3年,风控策略/数据分析,【独角兽公司-金融事业部招聘】岗位职责：1、从金融产品的各个环节着手，配合审批授信、信用政策与流程、贷后与催收管理等组，制定深层次的分析方案，并提供风险建议；2、根据业务需求设计并开发风控模型，包括审批评分模型、行为评分模型、催收评分模型、反欺诈预测模型、客户价值模型、风险定价模型等；3、根据项目需求，指导数据标准与存储结构，优化数据结构与流程；任职要求:1、1-3年金融相关行业的数据分析工作经验，能快速理解业务逻辑，擅长运用量化分析的方法解决业务问题；有小贷、信用卡、互联网金融工作经验者优先；有供应链金融经验者优先；2、全日制统招计算机/数学/金融或其他理工科专业，本科或以上学历，熟练掌握SQL语言，并至少熟悉SAS/R/PYTHON之中的一种语言；3、逻辑清晰，聪明灵活，分析挖掘能力强。,10k-20k,D轮及以上
3662,数据分析,溢米辅导,1000-9999人,上海 徐汇区 漕河泾,硕士,5-10年,商业数据分析高级经理,【岗位职责】1. 深刻理解公司的产品和业务模式及数据内容，进一步发现客户、产品、运营、市场等需求，撰写数据挖掘项目分析方案，并提出可行性和价值性的结论和建议，给予公司运营决策参考支持；2. 负责输出针对海量业务数据进行深度及多维度分析的需求文档（如：用户画像、行为特征、属性、预测、关联度模型等分析，并建立有效的数据运营及预测预警评估模型）；3. 能依据用户行为数据推测客户潜在需求，提高目标转换率，设计各种数据报表，并进行系统的数据分析工作；4. 基于需求文档制定开发工作计划，通过跨部间协作配合，保证项目逐步推进落地、业务顺利开展；5. 对所负责项目数据流转全程监控，追踪数据使用情况，避免脱节和浪费，协助产品及销售团队合理规划使用数据、提升质量和效率。【任职要求】1. 统计学，应用数学，计算机，信息管理等相关专业本科及本科以上学历；2. 熟练使用Excel，掌握一种数据分析工具（R/Python/SPSS/SAS）以上者优先；3. 有较强的业务数据敏感度，较强的数据分析能力、逻辑思考能力以及问题定位解决能力；4. 具有良好的沟通表达能力和团队协作精神，积极主动乐观。,20k-25k,C轮
3664,数据分析,杭州数空科技有限公司,100-499人,上海 浦东新区 世纪公园,本科,1-3年,数据分析师,1.掌握SQL语言，可以独立完成数据分析任务，并且可以独立对接客户汇报项目。2.熟悉Python以及Matplotlib、pandas、scikit-learn等常用库。3.熟悉数据挖掘常用算法及其适用场景，有数据建模经验。4.能够独立编写数据分析报告，有行业分析经验者优先。5.可以独立执行数据处理，数据分析，统计检验，回归分析等6.熟悉SQL，MongoDB，Python，R，JavaScript，shell，Matplotlib，pandas，scikit-learn，Jupyter，DataV等,10k-20k,A轮
3666,数据分析,ppmoney,1000-9999人,上海 浦东新区 世纪公园,学历不限,1-3年,风险数据分析师 (MJ001188),岗位职责：1、负责反欺诈数据报表监控设计；2、反欺诈策略分析；3、追踪反欺诈策略效果4、负责日常经营数据的数据统计与分析，开展主题分析项目，定期提交分析报告；5、通过业绩数据、客户数据对日常业务经营进行监控，对经营中存在的问题进行深入分析和研究，并提出可信性解决建议。任职资格：1、统计、数学、计算机等本科以上学历，三年以上数据分析、挖掘、整合和建模经验；2、熟练使用SQL、SAS等数据库和统计分析软件进行模型开发，熟练掌握常用的分析挖掘和机器学习方法；3、熟悉使用Office软件，如PPT、excel等，精通函数和透视表，能独立镌写商业数据分析报告。,15k-30k,已上市
4088,数据分析,掌门1对1,1000-9999人,上海 虹口区 四川北路,本科,3-5年,BI数据分析师,"岗位职责：  1、负责规划与设计企业级大数据平台与BI系统架构；  2、负责大数据平台与BI系统建设端到端解决方案，指导系统落地实施；   3、带领团队攻克解决系统实施过程中重大难题；  4、负责完善大数据平台与BI系统的相关制度及应用规范。  职位要求：  1、具有本科及以上学历，计算机或相关专业；从事3-5年BI相关项目，具有大数据平台或BI系统架构设计经验；  2、精通BI系统的建设方法，精通数据仓库建模，有丰富全面的建设经验，熟悉数据标准管理、元数据管理、数据质量管理3、精通Hadoop Hive, Storm，Spark4、精通MySQL/Oracle等主流数据库，能熟练进行SQL查询优化、有海量数据处理经验5、熟练使用Unix/Linux操作系统，熟悉使用python或shell编程。  6、具备至少一个完整的大数据平台和BI6、具备至少一个完整的大数据平台和BI系统实施经验，熟知平台建设各环节工作;  7、具有良好的沟通表达能力与团队协作。",25k-40k,D轮及以上
4089,数据分析,上海恒奕集团,500-999人,上海 普陀区 武宁路,大专,1-3年,数据分析,岗位职责：通过抓取第三方数据来分析在不同地区，我们医院项目的目标人群画像分析，实时网络热度盘点，各平台流量数据分析上班时间：做六休一吗，早九晚五福利待遇：包吃住，五险一金,4k-8k,A轮
4091,数据分析,虎扑体育,100-499人,上海 虹口区 虹口足球场,本科,3-5年,数据分析师,工作职责:1、 完善报表体系，制作和维护业务和运营报表;2、熟悉互联网行业常用数据分析指标，掌握产品运营数据的监控和分析方法；3、熟悉用户分析方法论，深掘用户价值；4、熟悉数据仓库，能尽快熟悉公司的数据源和提数环境，能按需求准确及时的提取符合要求的数据；5、对数据敏感，建设、完善数据报告体系，提升现有数据分析的便捷性和深度；6、具有独立承担复杂分析任务的能力，支持各方不定期的数据相关需求；任职资格:1、本科3年/研究生2年以上互联网/咨询行业数据分析或大数据相关岗位工作经验；2、熟悉数据分析领域常见产品，了解数据挖掘的相关知识，对数据采集、加工、可视化有深入理解，有大数据相关从业经验优先；3、熟悉Hive、MySQL，熟悉数据库相关工具；4、对商业数据分析和业务逻辑敏感，具备较强的创新思维和逻辑分析能力；5、精通Excel、PPT、Xmind等办公软件，具备良好的书面和口头表达能力；6、数学、统计学或计算机专业毕业者优先；7、具有良好的组织沟通能力和团队精神，讲诚信，执行力强，愿意分享和承担责任；8、有用户画像、用户洞察等项目经验优先。,15k-25k,D轮及以上
4093,数据分析,运满满,1000-9999人,上海 长宁区 中山公园,本科,3-5年,数据分析,工作职责： 1.监控公司业务数据及核心指标，及时发现业务数据波动，并给出合理的解释。总结提炼数据与业务的关系，提出自动化监控工具的设计需求。2.及时反馈工作中发现的各种数据质量问题，推动相关部门提高数据记录的精确性。3.设计对新模型的实验方法，并评估其效果，提出实验过程中的效果评估指标。4.对从产品，运营，技术等各方面提出的问题进行深挖，从数据中给出合理解释，并对如何解决问题提出有效建议。任职资格： 1.985、211本科及以上相关专业学历，1年以上分析经验。2.对将数据分析知识应用与具体业务场景有丰富经验，对物流业务有好奇心和深入了解的自驱力。3.熟练独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。4.良好的数据敏感度，能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验。5.精通SQL，熟悉Hadoop项目，至少熟练使用impala、Hive、mysql中的一种。6.良好的沟通能力和逻辑思维能力，能够独立解决项目开发过程中遇到的问题，具备较强的学习能力和文档撰写能力。,30k-45k,D轮及以上
4094,数据分析,威马,1000-9999人,上海 青浦区 ,本科,5-10年,数据分析经理,1、带领数据团队完成数据产品的原型设计、推动开发、迭代优化；2、构建公司统一的数据产品管理体系和数据分析体系；3、推动数据基础设施建设、标准制定、实施和业务数据分析结果落地；4、及时响应相关数据统计、数据报表、数据分析需求，提供整体的规划建议和深度洞察建议。任职要求：1、计算机、数学、统计学相关专业，全日制本科及以上学历，5年以上工作经验；2、有丰富的数据分析类、策略类数据产品的设计和落地经验，有车联网相关经验优先；3、有丰富的数据分析项目落地经验，了解常见的数据挖掘算法，有较好的商业洞察力；4、精通Python、R等1、2种，有图像、语音、自然语言相关处理经验者优先。5、熟悉常规的机器学习算法；6、熟悉Hadoop、Hive、Hbase、Storm、Spark等技术框架。7、有良好的沟通能力和团队管理能力，善于调动团队的积极性。,30k-60k,B轮
4095,数据分析,韩创科技,500-999人,上海 浦东新区 南码头,本科,3-5年,产品数据分析师,岗位职责：1、市场研究行业及竞品信息搜集、政策与情报研究；对竞品的产品设计进行拆解、研究2、通过一定的用户研究方法、了解用户满意度、挖掘用户需求以改进或增加产品功能，提升用户体验3、跟踪后台数据，对关键性指标进行跟踪监测，对异常值进行分析。基于新功能点，构建后台数据模型并基于此优化产品性能。4、产品需求的产出、设计跟踪及市场验证；5、分析报告、产品需求及业务方案撰写；6、业务资源整合及评估、实施。与设计、产品、运营、技术沟通协调推进项目实施，把控项目进度和质量，对项目结果负责。任职要求：1、3年及以上互联网行业经验，具有敏锐市场嗅觉；2、具有较强分析能力及思维逻辑；3、较强沟通表达能力，与技术、设计及运营人员能够充分做好信息传递表达；4、高于特定业务的思想高度。5、熟悉产品设计、交互设计的相关软件，如axure、墨刀者优先加分项：1、了解交互、设计、产品经理岗位职责及相关工作内容的优先考虑；2、大型公司用户体验部门相关从业人员3、热爱摄影行业者可先参考摄图网；,15k-25k,不需要融资
4097,数据分析,永辉云创,10000人以上,上海 徐汇区 漕河泾,本科,3-5年,数据分析师,"职位：高级数据分析师岗位职责：1、深入业务，进行需求调研，完善数据指标的建设，含会员、流量、用户增长、供应链、商品管理、销售、物流等2、协助运营产品，输出数据分析报告，帮助产品运营不断优化策略3、对于业务问题痛点，进行专题突破，实现数据驱动，专题可以精准营销、品类优化、配送效率最大化等4、日常临时数据需求以及问题的对接5、协助数据开发，完善数据质量6、产品的培训推广职位要求：1、喜欢利用数据赋能给各个业务方2、对于数据驱动业务，有自己独立的思考，喜欢通过数据发掘业务痛点，并且愿意基于数据+业务，进行不断深入的驱动实施3、具备良好的业务理解能力、逻辑思维能力、表达能力 4、工作态度认真，喜欢主动交流，主动寻求问题的解决方案，喜欢分享5、本科以上学历，数学、统计学、计算机相关专业更好 6、必备工具SQL EXCEL,SPSS,R7、有电商、零售、咨询业务背景优先特点：新零售，如何通过数据驱动业务，需要思考的，这里有足够的空间供你发挥，期待您的加入，让我们一起创造奇迹",19k-38k,已上市
4099,数据分析,雪山贷,20-99人,上海 浦东新区 梅园,学历不限,3-5年,数据分析师,岗位职责：1. 根据业务需求，负责运营、营销等业务部门的数据取数及数据汇总；2. 配合完成业务各项目数据需求，撰写分析报告并分析数据中存在的问题，提供解决方案；3. 负责业务数据报表制作，并监控数据异常，对业务提供数据支持；岗位要求：1. 数学、统计学、经济学、计算机科学及相关专业本科毕业，3-5年以上相关工作经验；2. 熟悉SQL Server、My SQL等数据库，熟练运用SQL；3. 熟悉一种以上分析工具，如SPSS、SAS、R、PYTHON等；4. 有数据建模工作经验者和p2p相关工作经验者优先。,10k-15k,A轮
4100,数据分析,药明康德,10000人以上,上海 浦东新区 外高桥,硕士,经验不限,数据分析师,"NGS研究员【岗位职责】开发和搭建NGS数据分析流程，负责NGS数据处理，包括解析，归一化及统计学分析，给出NGS数据分析报告编写和优化NGS数据分析相关配套软件及算法；并将新算法整合到现有NGS测序分析流程中学习掌握必要的实验原理和操作，与实验人员密切配合，对实验流程给出优化建议。【任职要求】生物信息，数理统计等相关领域硕士及以上学历，有GWAS, RNAseq等平台经验的优先精通计算机编程,熟悉Python、R、Perl、Java、C#中一门或多门语言；对常见的关系型或非关系型数据库有一定了解，熟悉SQL语言熟悉科学计算，熟练使用Linux系统；具有较好的逻辑分析能力，能将复杂问题抽象化并具体化；办事细致认真负责，有较强批判性思维能力和解决问题的能力；中文和英语流利，有责任心，有良好的沟通和领导能力，能与其他学科的科学家有效地交流，具有积极和协作的态度；能够与不同领域同事协作，包括化学、生物及化学信息方面",10k-20k,已上市
4101,数据分析,平安普惠投资咨询有限公司,10000人以上,上海  ,本科,1年以内,数据分析师,🎉🎉🎉平安普惠信贷审批部，纯内勤岗位招聘啦🎉🎉🎉1、薪资5K～8K(注：根据工作经验、学历等因素综合定薪)2、工作时间5天8小时，周末双休，朝9晚6，中午休息1个半小时3、年终奖(由年终考核评级决定，根据公司运营情况会有所不同)、过节费、防暑/取暖费、结婚/生育/生日福利、培训机会、旅游、年度体检等4、带薪年假、婚假、产假等5、与平安普惠签订平安正式劳动合同，享受“五险一金“和“员工综合福利保障计划“工作地点:浦东新区金领之都和西安巨安大厦职场任选哦！          信贷审核岗工作职责：1、遵照公司的信贷审批政策及相关规定进行权限内的信贷审批2、按照标准流程作业，及时准确完成审批任务，保证审批时效和品质3、工作中发现风险问题，及时向上级汇报，追踪并控制风险，以及提出审批流程优化建议4、上报欺诈，减少公司信贷损失,5k-8k,已上市
4103,数据分析,中软国际,10000人以上,上海 浦东新区 塘桥,本科,3-5年,数据分析,职位描述：1．在指导下维护数据库建立、数据字段/文件新增/更改测试工作；熟练建模，风险模型，估值评估等.    2．日常报表建立和维护    3． 按需求提供支持分析所需的数据处理工作    职位要求：    1． 本科及以上学历 ;   2．具备良好的沟通能力，能将业务逻辑精确缜密转化为程序语言，能举一反三，具备专业的需求分析能力    3．熟练使用OFFICE软件，掌握SAS，或其他数据库语言    4．对数据有较强的敏感性    5． 具备良好的解决问题的能力，工作认真细致，积极主动，责任心强,15k-25k,已上市
4105,数据分析,贯信,20-99人,上海 杨浦区 复旦大学,本科,1-3年,数据分析师,工作要求：1、数据的建立、整理、核对、分析及清洗； 2、根据原始商业数据，能够从商业的角度去清洗整理数据； 3、能够持续动态的挖掘日常的业务数据，发现和分析其中隐含的变化和问题； 任职要求： 1、本科及以上学历，具有统计学，经济学，数学，计算机以及相关专业背景；2、2年及以上相关工作经验；3、熟练使用kettle等数据抽取工具；4、 熟练使用SQL，操作数据库（Oracle/MySQL/PostgreSQL等）；5.、使用Python/Java等语言；6、严谨的逻辑思维能力、学习能力、言语表达能力； 7、积极主动、工作认真、细心、严谨； 8、有零售、电商、服装等行业数据类相关工作经验者优先。,20k-40k,未融资
